SPECIES,LITERAL LATIN,COMMON NAME,GENUS,FAMILY,ORDER,CLADE,COMMON GENUS NAME,COMMON FAMILY NAME,LIFE FORM,SEEN AT,GROWTH FORM,SPECIFIC LOCATION,GENERAL LOCATION,HEMISPHERE,GROWTH HABIT,HORTICULTURAL DEVELOPMENT,COMMERCIAL STATUS,CONSERVATION STATUS,SOURCE,NOTES,IMAGE,DATA_QUALITY_SCORE,LAST_UPDATED
senna artemisioides,,silver senna,senna,fabaceae,fabales,dicots,sennas,legumes,phanerophyte,Expo,shrub,Australia,Oceania,southern,Both,Moderate,Limited,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
sequoia sempervirens,,coast redwood,sequoia,cupressaceae,cupressales,conifers,sequoia,,phanerophyte,Kew,tree,Western United States,North America,northern,Both,Moderate,Major,Locally common,natural,,,0.0,2025-08-27T02:28:19.554278
sesuvium portulacastrum,,sea purslane,sesuvium,aizoaceae,caryophyllales,dicots,sea-purslanes,fig-marigolds,hemicryptophyte,Scandinavian forest,herb,,,both,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
silene dioica,,red campion,silene,caryophyllaceae,caryophyllales,dicots,campions,carnations,hemicryptophyte,Scandinavian forest,herb,,Europe,northern,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
silphium laciniatum,,compass plant,silphium,asteraceae,asterales,dicots,,,hemicryptophyte,new york,herb,,North America,northern,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
silybum marianum,,milk thistle,silybum,asteraceae,asterales,dicots,,daisy and sunflower,hemicryptophyte,Scandinavian forest,herb,,Mediterranean,northern,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
solanum dulcamara,,,solanum,solanaceae,solanales,dicots,nightshades,,hemicryptophyte,dorset,herb,,Europe,northern,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
solanum erianthum,,,solanum,solanaceae,solanales,dicots,nightshades,,hemicryptophyte,luang prabang,herb,,Central America,,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
solanum lycopersicum,,tomato,solanum,solanaceae,solanales,dicots,nightshades,,hemicryptophyte,greenwich,herb,,South America,southern,Cultivated,High,Major,Widespread/Common,bred,,,0.0,2025-08-27T02:28:19.554278
solanum melongena,,,solanum,solanaceae,solanales,dicots,nightshades,,hemicryptophyte,luang prabang,herb,,Asia,northern,Cultivated,High,Major,Widespread/Common,bred,,,0.0,2025-08-27T02:28:19.554278
solanum tuberosum,,potato,solanum,solanaceae,solanales,dicots,,nightshades,geophyte,Fifty plants,herb,,South America,southern,Cultivated,High,Major,Widespread/Common,bred,,,0.0,2025-08-27T02:28:19.554278
soliva sessilis,,common soliva,soliva,asteraceae,asterales,dicots,,daisy and sunflower,hemicryptophyte,Scandinavian forest,herb,,South America,southern,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
sonchus oleraceus,,common sow-thistle,sonchus,asteraceae,asterales,dicots,,daisy and sunflower,hemicryptophyte,amman,herb,,Europe,northern,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
sorbaria sorbifolia,,false spiria,sorbaria,rosaceae,rosales,dicots,,,phanerophyte,greenwich,shrub,,Asia,northern,Both,Moderate,Limited,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
sorbus aria,,whitebeam,sorbus,rosaceae,rosales,dicots,rowans,,phanerophyte,Kew,tree,,Europe,northern,Both,Moderate,Limited,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
sorbus aucaparia,,european mountain ash,sorbus,rosaceae,rosales,dicots,rowans,,phanerophyte,nanaimo,tree,,Europe,northern,Both,Moderate,Limited,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
sparganium americanum,,american bur-reed,sparganium,typhaceae,poales,monocots,bur-reeds,,hemicryptophyte,greenwich,herb,,North America,northern,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
spathiphyllum wallisii,,peace lily,spathiphyllum,araceae,alismatales,monocots,spathe-leaves,,hemicryptophyte,amman house,herb,,Central America,,Cultivated,High,Limited,Widespread/Common,bred,,,0.0,2025-08-27T02:28:19.554278
spathoglottis plicata,,philippine ground orchid,spathoglottis,orchidaceae,asparagales,monocots,,,hemicryptophyte,singapore,herb,,Asia,northern,Cultivated,High,Limited,Widespread/Common,bred,,,0.0,2025-08-27T02:28:19.554278
sphagneticola trilobata,,trailing daisy,sphagneticola,asteraceae,asterales,dicots,,daisy and sunflower,hemicryptophyte,Expo,herb,,Central America,,Cultivated,Moderate,Limited,Widespread/Common,bred,,,0.0,2025-08-27T02:28:19.554278
spiraea alba,,white meadowsweet,spiraea,rosaceae,rosales,dicots,meadowsweets,,phanerophyte,charlevoix,shrub,Eastern United States,North America,northern,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
stachys sylvatica,,hedge nettle,stachys,lamiaceae,lamiales,dicots,,,hemicryptophyte,kintbury,herb,,Europe,northern,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
stipa tenuissima,,mexican feather grass,stipa,poaceae,poales,monocots,grasses,,hemicryptophyte,nanaimo,herb,,Central America,,Cultivated,High,Limited,Widespread/Common,bred,,,0.0,2025-08-27T02:28:19.554278
strelitzia reginae,,common bird of paradise flower,strelitzia,strelitziaceae,zingiberales,monocots,,,hemicryptophyte,Kew,herb,,Africa,southern,Cultivated,High,Limited,Widespread/Common,bred,,,0.0,2025-08-27T02:28:19.554278
strongylodon macrobotrys,,jade vine,strongylodon,fabaceae,fabales,dicots,,,phanerophyte,singapore,vine,,Asia,northern,Cultivated,High,Limited,Locally common,bred,,,0.0,2025-08-27T02:28:19.554278
styphnolobium japonicum,,japanese pagoda tree,styphnolobium,fabaceae,fabales,dicots,,legumes,phanerophyte,yarmouk river,tree,,Asia,northern,Both,Moderate,Limited,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
styrax japonicus,,japanese snowbell,styrax,styracaceae,ericales,dicots,,,phanerophyte,kew,tree,,Asia,northern,Both,Moderate,Limited,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
swietenia macrophylla,,honduran mahogany,swietenia,meliaceae,sapindales,dicots,,mahogany and chinaberry,phanerophyte,online,tree,,Central America,,Cultivated,Low,Major,Uncommon,bred,,,0.0,2025-08-27T02:28:19.554278
symphotricum oblongifolium,,aromatic aster,symphotricum,asteraceae,asterales,dicots,,,hemicryptophyte,new york,herb,,North America,northern,Wild,Low,None,Widespread/Common,natural,,,0.0,2025-08-27T02:28:19.554278
syngonium podophyllum,,goosefoot plant,syngonium,araceae,alismatales,monocots,,arums,phanerophyte,yarmouk river,vine,,Central America,,Cultivated,High,Limited,Widespread/Common,bred,,,0.0,2025-08-27T02:28:19.554278
